9.950099 9.967664 9.959133 9.998722 -18511.993152
9.950099 9.967664 9.959133 9.998722 -18528.225083
9.950099 9.967664 9.959133 9.998722 -18533.380414
9.950099 9.967664 9.959133 9.998722 -18702.242580
9.937936 9.985757 9.909756 9.961368 -18307.883818
9.937936 9.985757 9.909756 9.961368 -18391.288581
9.937936 9.985757 9.909756 9.961368 -18443.461387
9.921365 9.962788 9.927379 9.957789 -18393.430507
9.921365 9.962788 9.927379 9.957789 -18594.034695
9.956633 10.008277 9.891270 9.920488 -18232.806508
9.925928 9.995773 9.887747 9.914711 -18228.356082
9.928525 9.972404 9.884551 9.909429 -18218.777926
9.928525 9.972404 9.884551 9.909429 -18344.425634
9.892847 10.013232 9.871158 9.947911 -18150.649579
9.892847 10.013232 9.871158 9.947911 -18285.702159
9.937109 10.056284 9.854929 9.968119 -18057.094534
9.962304 10.091680 9.806906 9.947756 -17844.920027
9.926148 10.071658 9.780787 9.919862 -17752.444027
9.926148 10.071658 9.780787 9.919862 -17771.433370
9.883141 10.061974 9.749903 9.887495 -17641.450545
9.883141 10.061974 9.749903 9.887495 -17700.532680
9.883141 10.061974 9.749903 9.887495 -17778.964019
9.884550 10.030064 9.745152 9.911778 -17617.256405
9.896379 9.998209 9.697484 9.956924 -17400.632914
9.906788 10.004166 9.691397 9.937604 -17377.604096
9.861778 10.011622 9.682958 9.923174 -17355.665775
9.861778 10.011622 9.682958 9.923174 -17550.483154
9.880448 9.974587 9.634265 9.959742 -17138.223043
9.919120 9.990078 9.593563 9.962409 -16954.882011
9.923709 10.012754 9.569088 9.960704 -16848.620327
9.923709 10.012754 9.569088 9.960704 -17036.859160
9.892735 10.007485 9.534200 9.975669 -16705.799556
9.882147 10.029955 9.494858 9.999761 -16534.138270
9.868988 10.064881 9.450470 9.997734 -16349.539531
9.868988 10.064881 9.450470 9.997734 -16546.101049
9.834451 10.090535 9.413351 9.959987 -16212.644798
9.810054 10.135373 9.365050 9.986222 -16006.788898
9.810054 10.135373 9.365050 9.986222 -16198.392083
9.836166 10.127099 9.328735 9.954267 -15863.796407
9.836166 10.127099 9.328735 9.954267 -15900.719216
9.812294 10.103295 9.280428 9.994463 -15664.418916
9.812294 10.103295 9.280428 9.994463 -15831.777110
9.855691 10.110385 9.296372 10.018039 -15711.470349
9.855691 10.110385 9.296372 10.018039 -15718.847213
9.880851 10.061322 9.256491 9.976963 -15563.482469
9.880851 10.061322 9.256491 9.976963 -15725.245896
9.917929 10.060218 9.291780 10.019014 -15685.370219
9.873311 10.063197 9.253229 10.019104 -15539.348691
9.857919 10.049847 9.253722 10.061458 -15533.840482
9.831855 10.010004 9.228188 10.070618 -15439.285420
9.831855 10.010004 9.228188 10.070618 -15557.022926
9.864721 10.031022 9.181368 10.087762 -15237.892480
9.842050 9.994455 9.172971 10.063774 -15220.775811
9.842050 9.994455 9.172971 10.063774 -15302.719081
9.866517 10.017650 9.178641 10.100820 -15224.538241
9.866517 10.017650 9.178641 10.100820 -15297.014237
9.856262 10.008445 9.150586 10.112577 -15113.149398
9.856262 10.008445 9.150586 10.112577 -15133.140651
9.869460 10.031781 9.103396 10.079657 -14930.752379
9.850750 10.026153 9.067096 10.093940 -14788.799817
9.834791 10.047440 9.029573 10.140458 -14629.914931
9.834791 10.047440 9.029573 10.140458 -14690.073437
9.834791 10.047440 9.029573 10.140458 -14819.713893
9.871172 10.019116 8.989843 10.113558 -14479.182509
9.901622 9.994941 8.961363 10.126141 -14362.370394
9.914664 9.948539 8.951872 10.151776 -14321.658113
9.914664 9.948539 8.951872 10.151776 -14468.466002
9.950808 9.922302 8.912396 10.186277 -14156.674769
9.970107 9.914991 8.889909 10.167679 -14072.958260
9.978056 9.912925 8.869201 10.217345 -13979.338030
9.978056 9.912925 8.869201 10.217345 -14002.030823
9.996769 9.920527 8.879297 10.257124 -14002.389305
10.003789 9.953739 8.855491 10.213719 -13918.382939
10.015542 9.929626 8.818309 10.244563 -13770.189732
10.015542 9.929626 8.818309 10.244563 -13912.455847
10.052759 9.894742 8.835791 10.284157 -13822.603087
10.052759 9.894742 8.835791 10.284157 -13927.577672
10.052759 9.894742 8.835791 10.284157 -13937.369493
10.087843 9.928918 8.841077 10.269035 -13835.756517
10.087843 9.928918 8.841077 10.269035 -13847.961267
10.049096 9.956262 8.839051 10.247595 -13838.000537
10.049096 9.956262 8.839051 10.247595 -13868.517939
10.049096 9.956262 8.839051 10.247595 -13994.296177
10.002742 9.993088 8.859327 10.217445 -13927.452053
10.002742 9.993088 8.859327 10.217445 -14105.150982
9.977582 9.985830 8.880376 10.197506 -14018.575420
9.977582 9.985830 8.880376 10.197506 -14056.629756
9.993071 9.978727 8.836196 10.214116 -13844.370520
9.993071 9.978727 8.836196 10.214116 -13918.032958
9.993071 9.978727 8.836196 10.214116 -13921.196816
9.987074 9.999833 8.815274 10.181585 -13772.819138
9.987074 9.999833 8.815274 10.181585 -13877.251558
9.987074 9.999833 8.815274 10.181585 -13878.409650
9.999357 10.029630 8.789064 10.189385 -13666.280029
10.047940 10.019802 8.786863 10.144312 -13661.775117
10.021467 10.065994 8.751985 10.162254 -13526.214974
10.021467 10.065994 8.751985 10.162254 -13531.276310
10.021467 10.065994 8.751985 10.162254 -13614.129992
10.029729 10.033568 8.761865 10.211443 -13552.249641
9.988689 10.039264 8.734422 10.243045 -13448.776224
9.968009 10.036630 8.701002 10.275808 -13320.354171
9.925768 10.040505 8.658175 10.318545 -13158.703368
9.975740 10.038922 8.659333 10.353828 -13144.671909
9.975740 10.038922 8.659333 10.353828 -13275.687651
9.975740 10.038922 8.659333 10.353828 -13282.099820
10.021992 10.013969 8.697023 10.393766 -13267.471150
10.044280 9.990059 8.697404 10.407729 -13263.874368
10.044280 9.990059 8.697404 10.407729 -13424.743400
10.083663 10.024661 8.719859 10.373626 -13344.424304
10.083663 10.024661 8.719859 10.373626 -13455.219973
10.074075 10.066369 8.679523 10.363382 -13195.116372
10.074075 10.066369 8.679523 10.363382 -13375.405399
10.042736 10.034378 8.635614 10.373333 -13040.760366
10.042736 10.034378 8.635614 10.373333 -13185.832269
10.042736 10.034378 8.635614 10.373333 -13186.041292
10.038435 10.041461 8.593412 10.399875 -12880.071751
10.068460 10.050484 8.578327 10.433293 -12810.450861
10.049916 10.020034 8.571831 10.389494 -12804.631880
10.049916 10.020034 8.571831 10.389494 -12905.206398
10.000194 10.025846 8.570931 10.353162 -12818.938259
10.000194 10.025846 8.570931 10.353162 -12880.577929
10.004777 10.029866 8.569752 10.305470 -12825.449957
9.994202 10.059754 8.543746 10.268644 -12739.207876
10.019334 10.082518 8.528286 10.307314 -12666.539306
10.012273 10.078243 8.500698 10.278747 -12576.184681
10.012273 10.078243 8.500698 10.278747 -12633.589964
9.990528 10.032459 8.494785 10.293084 -12560.306554
9.990528 10.032459 8.494785 10.293084 -12622.230275
10.016940 10.072949 8.489660 10.285439 -12534.624276
10.016940 10.072949 8.489660 10.285439 -12588.958201
10.016940 10.072949 8.489660 10.285439 -12660.969694
10.036480 10.026678 8.475175 10.332385 -12472.596207
10.036480 10.026678 8.475175 10.332385 -12485.505892
10.036480 10.026678 8.475175 10.332385 -12554.210858
10.018975 10.038490 8.453471 10.283632 -12409.042994
10.018975 10.038490 8.453471 10.283632 -12422.107062
10.018975 10.038490 8.453471 10.283632 -12510.580077
9.972961 9.988608 8.428680 10.256307 -12341.239345
9.998563 9.997772 8.424962 10.213071 -12333.161664
9.998563 9.997772 8.424962 10.213071 -12340.732393
9.998563 9.997772 8.424962 10.213071 -12441.569508
9.998563 9.997772 8.424962 10.213071 -12509.904062
10.024950 9.978566 8.383652 10.199150 -12187.543105
10.044042 9.962242 8.372515 10.214029 -12142.958583
10.061556 9.938880 8.342086 10.164701 -12047.426376
10.053071 9.983841 8.306592 10.135898 -11926.728427
10.053071 9.983841 8.306592 10.135898 -12068.880452
10.071949 9.938653 8.275481 10.155929 -11815.025427
10.071949 9.938653 8.275481 10.155929 -11957.714909
10.102906 9.899925 8.246811 10.140560 -11718.128099
10.102906 9.899925 8.246811 10.140560 -11726.602597
10.090610 9.879053 8.221675 10.178531 -11626.609016
10.090610 9.879053 8.221675 10.178531 -11800.646962
10.092407 9.830255 8.263926 10.165036 -11781.045347
10.092407 9.830255 8.263926 10.165036 -11884.069105
10.048431 9.859117 8.254122 10.135952 -11758.465961
10.048431 9.859117 8.254122 10.135952 -11915.330242
10.040694 9.853865 8.211437 10.170072 -11604.651739
10.040694 9.853865 8.211437 10.170072 -11749.078668
10.079418 9.837328 8.241573 10.133382 -11712.651735
10.033519 9.802029 8.222910 10.180832 -11648.538596
10.033519 9.802029 8.222910 10.180832 -11754.635284
9.999644 9.759005 8.197679 10.161028 -11576.915817
